8002.53	1	1	0	1
8004.88	1	1	0	1
8005.9	1	1	0	1
8006.88	1	1	0	1
8008.02	1	1	0	1
8008.76	1	1	0	1
8009.51	1	1	0	1
8010.23	1	1	0	1
8011.01	1	1	0	1
8011.74	1	1	0	1
8012.5	1	1	0	1
8013.28	1	1	0	1
8014.13	1	1	0	1
8015.04	1	1	0	1
8015.75	1	1	0	1
8016.49	1	1	0	1
8017.21	1	1	0	1
8018.08	1	1	0	1
8018.83	1	1	0	1
8019.57	1	1	0	1
8020.27	1	1	0	1
8021.37	1	1	0	1
8023.01	1	1	0	1
8024.02	1	1	0	1
8024.93	1	1	0	1
8025.93	1	1	0	1
8027.88	1	1	0	1
8028.99	1	1	0	1
8030.2	1	1	0	1
8031.45	1	1	0	1
8036.99	1	1	0	1
8046.83	0	1	1	1
8048.29	0	1	1	1
8049.62	0	1	1	1
8050.84	0	1	1	1
8052.02	0	1	1	1
8053.1	0	1	1	1
8054.87	0	0	1	1
8056.32	0	0	1	1
8058.02	0	0	1	1
8059.33	0	0	1	1
8060.64	0	0	1	1
8067.12	0	0	1	1
8088.02	1	0	1	0
8089.43	1	0	1	0
8091.07	1	0	1	0
8092.47	1	0	1	0
8101.39	1	0	1	0
8111.7	1	1	0	0
8125.27	0	1	0	0
8127.22	0	1	0	0
8129.32	0	1	0	0
8130.9	0	1	0	0
8133.21	0	1	0	0
8135.04	0	1	0	1
8136.54	0	1	0	1
8138.05	0	1	0	1
8139.52	0	1	0	1
8141.13	0	1	0	1
8142.65	0	1	0	1
8144.13	0	1	0	1
8145.51	0	1	0	1
8146.93	0	1	0	1
8148.59	0	1	0	1
8150.2	0	1	0	1
8151.76	0	1	0	1
8153.09	0	1	0	1
8154.35	0	1	0	1
8155.89	0	1	0	1
8157.37	0	1	0	1
8158.9	0	1	0	1
8160.56	1	0	1	1
8162.1	1	0	1	1
8163.73	1	0	1	1
8165.52	1	0	1	1
8166.95	1	0	1	1
8168.77	1	0	1	1
8170.26	1	0	1	1
8171.74	1	0	1	1
8173.05	1	0	1	1
8174.66	1	0	1	1
8176.17	1	0	1	1
8177.75	1	0	1	1
8179.19	1	0	1	1
8180.92	1	0	1	1
8182.43	1	0	1	1
8183.85	1	0	1	1
8185.2	1	0	1	1
8186.49	1	0	1	1
8188	1	0	1	1
8189.54	1	0	1	1
8191.14	1	0	1	1
8192.69	1	0	1	1
8194.27	1	0	1	1
8195.73	1	0	1	1
8197.29	1	0	1	1
8199.4	1	0	1	1
8200.94	0	0	1	1
8202.55	0	0	1	1
8204.13	0	0	1	1
8205.69	0	0	1	1
8207.76	0	0	1	1
8209.29	0	0	1	1
8210.89	0	0	1	1
8212.32	0	0	1	1
8213.77	0	1	1	0
8215.9	0	1	1	0
8217.32	0	1	1	0
8218.82	0	1	1	0
8220.24	0	1	1	0
8221.62	0	1	1	0
8223.47	0	1	1	0
8224.89	0	1	1	0
8226.22	0	1	1	0
8227.67	0	1	0	0
8229.01	0	1	0	0
8230.4	0	1	0	0
8231.67	0	1	0	0
8233.04	0	1	0	0
8234.23	0	1	0	0
8235.16	0	1	0	0
8236.06	0	1	0	0
8237.21	0	1	0	0
8238.37	0	1	0	0
8239.77	0	1	0	0
8241.1	1	1	0	0
8242.52	1	1	0	0
8243.81	1	1	0	0
8245.09	1	1	0	0
8246.27	1	1	0	0
8247.76	1	1	0	0
8249.07	1	1	0	0
8250.23	1	1	0	0
8251.21	1	1	0	0
8252.06	1	1	0	0
8253.04	1	1	0	0
8253.87	1	1	0	0
8255.07	1	1	0	0
8256.43	1	1	0	0
8257.98	1	1	0	0
8259.23	1	1	0	0
8260.3	1	1	0	0
8261.09	1	1	0	0
8261.92	1	1	0	0
8263.71	1	1	0	0
8264.93	1	1	0	0
8266.39	1	1	0	0
8267.35	1	0	0	1
8268.16	1	0	0	1
8269.26	1	0	0	1
8270.09	1	0	0	1
8270.88	1	0	0	1
8272	1	0	0	1
8273.3	1	0	0	1
8274.36	1	0	0	1
8275.16	1	0	0	1
8275.97	1	0	0	1
8276.83	1	0	0	1
8277.66	1	0	0	1
8278.6	1	0	0	1
8279.85	1	0	0	1
8281.04	0	0	1	1
8282.39	0	0	1	1
8283.67	0	0	1	1
8285	0	0	1	1
8286.4	0	0	1	1
8287.43	0	0	1	1
8288.58	0	0	1	1
8289.74	0	0	1	1
8290.85	0	0	1	1
8291.79	0	0	1	1
8292.66	0	0	1	1
8293.49	0	0	1	1
8294.83	0	0	1	1
8295.61	0	0	1	1
8296.37	0	0	1	1
8297.2	0	0	1	1
8297.96	0	0	1	1
8298.77	0	0	1	1
8299.68	0	0	1	1
8300.63	0	0	1	1
8301.47	0	0	1	1
8302.49	0	0	1	1
8303.29	0	0	1	1
8304.07	0	0	1	1
8305.24	0	0	1	1
8306.96	0	0	1	1
8308.28	0	0	1	1
8309.54	0	0	1	1
8311.57	0	0	1	1
8312.83	0	0	1	1
8314.13	0	0	1	1
8315.34	0	0	1	1
8316.67	0	0	1	1
8317.83	0	0	1	1
8319.44	0	0	1	1
8320.68	1	1	1	1
8322	1	1	1	1
8323.14	1	1	1	1
8324.14	1	1	1	1
8325.28	1	1	1	1
8326.46	1	1	1	1
8327.71	1	1	1	1
8328.88	1	1	1	1
8330.19	1	1	1	1
8331.57	1	1	1	1
8333.03	1	1	1	1
8334.32	1	1	1	1
8335.62	1	1	1	1
8337.59	1	1	1	1
8339.07	1	1	1	1
8340.72	1	1	1	1
8343.25	1	1	1	1
8344.74	1	1	1	1
8346.32	1	1	1	1
8348.22	1	1	0	0
8349.74	1	1	0	0
8351.17	1	1	0	0
8352.67	1	1	0	0
8354.03	1	1	0	0
8355.33	1	1	0	0
8356.72	1	1	0	0
8358.17	1	1	0	0
8359.67	1	1	0	0
8361.11	0	1	0	0
8362.47	0	1	0	0
8363.78	0	1	0	0
8365.1	0	1	0	0
8368.25	0	1	0	0
8370.1	0	1	0	0
8371.65	0	1	0	0
8373.08	0	1	0	0
8374.76	0	0	0	0
8376.2	0	0	0	0
8377.69	0	0	0	0
8379.2	0	0	0	0
8380.5	0	0	0	0
8381.8	0	0	0	0
8383.14	0	0	0	0
8384.46	0	0	0	0
8385.86	0	0	0	0
8387.3	0	0	0	0
8388.67	0	0	0	0
8389.94	0	0	0	0
8392.31	0	0	0	0
8393.82	0	0	0	0
8394.99	0	0	0	0
8395.77	0	0	0	0
8396.59	0	0	0	0
8397.49	0	0	0	0
8398.38	0	0	0	0
8400.12	1	0	1	1
8401.58	1	0	1	1
8402.94	1	0	1	1
8404.47	1	0	1	1
8406.22	1	0	1	1
8407.62	1	0	1	1
8409.11	1	0	1	1
8410.77	1	0	1	1
8412.66	1	0	1	1
8414.24	1	0	1	1
8415.75	1	0	1	1
8417.26	1	0	1	1
8418.61	1	0	1	1
8420.08	1	0	1	1
8421.66	1	0	1	1
8423.68	1	0	1	1
8425.09	1	0	1	1
8426.53	1	0	1	1
8427.98	1	1	1	1
8429.53	1	1	1	1
8430.96	1	1	1	1
8432.52	1	1	1	1
8434.08	1	1	1	1
8435.49	1	1	1	1
8436.82	1	1	1	1
8438.37	1	1	1	1
8439.8	1	1	1	1
8441.19	0	1	1	1
8443.08	0	1	1	1
8444.51	0	1	1	1
8446.1	0	1	1	1
8447.14	0	1	1	1
8448.08	0	1	1	1
8448.87	0	1	1	1
8449.9	0	1	1	1
8450.78	0	1	1	1
8451.56	0	1	1	1
8452.32	0	1	1	1
8453.28	0	1	1	1
8454.04	0	1	1	1
8455.45	0	1	1	1
8456.8	0	1	1	1
8457.96	0	1	1	1
8459.57	0	1	1	1
8460.9	0	1	1	1
8462.06	0	1	1	1
8463.16	0	1	1	1
8463.95	0	1	1	1
8464.81	0	1	1	1
8466.08	0	1	1	1
8467.26	0	1	0	1
8468.58	0	1	0	1
8469.73	0	1	0	1
8470.82	0	1	0	1
8471.74	0	1	0	1
8473.49	0	1	0	1
8474.83	0	1	0	1
8475.95	0	1	0	1
8477.12	0	1	0	1
8478.23	0	1	0	1
8479	0	1	0	1
8479.85	0	1	0	1
8481	1	0	0	0
8481.86	1	0	0	0
8483.11	1	0	0	0
8484.28	1	0	0	0
8485.5	1	0	0	0
8486.99	1	0	0	0
8488.42	1	0	0	0
8489.97	1	0	0	0
8491.46	1	0	0	0
8493	1	0	0	0
8494.88	1	0	0	0
8496.86	1	0	0	0
8498.23	1	0	0	0
8499.7	1	0	0	0
8501.56	1	0	0	0
8503.05	1	0	0	0
8504.49	1	0	0	0
8505.8	1	0	0	0
8507.72	1	0	0	0
8509.19	1	0	0	0
8510.6	1	0	0	0
8511.94	1	0	0	0
8513.3	1	0	0	0
8514.52	1	0	0	0
8515.58	1	0	0	0
8516.83	1	0	0	0
8517.79	1	0	0	0
8519.17	1	0	0	0
8520.47	0	0	1	0
8521.77	0	0	1	0
8523.37	0	0	1	0
8524.66	0	0	1	0
8526.04	0	0	1	0
8527.37	0	0	1	0
8528.97	0	0	1	0
8530.43	0	0	1	0
8531.93	0	0	1	0
8533.2	0	0	1	0
8534.65	0	1	1	1
8535.93	0	1	1	1
8537.06	0	1	1	1
8538.31	0	1	1	1
8539.64	0	1	1	1
8540.95	0	1	1	1
8542.38	0	1	1	1
8543.57	0	1	1	1
8544.71	0	1	1	1
8545.89	0	1	1	1
8547.19	0	1	1	1
8548.14	0	1	1	1
8548.99	0	1	1	1
8550.18	0	1	1	1
8551.54	0	1	1	1
8552.86	0	1	1	1
8554.23	0	1	1	1
8555.97	0	1	1	1
8557.81	0	1	1	1
8559.14	0	1	1	1
8560.59	1	1	1	1
8561.85	1	1	1	1
8563.1	1	1	1	1
8564.3	1	1	1	1
8565.61	1	1	1	1
8567.55	1	1	1	1
8569.02	1	1	1	1
8570.43	1	1	1	1
8571.65	1	1	1	1
8572.9	1	1	1	1
8574.54	1	1	1	1
8576.24	1	1	1	1
8578.21	1	1	1	1
8579.38	1	1	1	1
8580.77	1	1	1	1
8582.16	1	1	1	1
8583.47	1	1	1	1
8584.67	1	1	1	1
8585.89	1	1	1	1
8587.32	1	0	0	1
8588.66	1	0	0	1
8590.37	1	0	0	1
8591.91	1	0	0	1
8593.28	1	0	0	1
8595.19	1	0	0	1
8596.65	1	0	0	1
8598.02	1	0	0	1
8599.5	1	0	0	1
8600.88	0	0	0	1
8602.48	0	0	0	1
8603.79	0	0	0	1
8605.23	0	0	0	1
8606.84	0	0	0	1
8608.35	0	0	0	1
8609.79	0	0	0	1
8611.17	0	0	0	1
8612.39	0	0	0	1
8613.68	0	0	0	0
8615.66	0	0	0	0
8616.98	0	0	0	0
8618.36	0	0	0	0
8619.67	0	0	0	0
8621.07	0	0	0	0
8622.54	0	0	0	0
8624.17	0	0	0	0
8625.53	0	0	0	0
8626.92	0	0	0	0
8628.3	0	0	0	0
8629.63	0	0	0	0
8631.01	0	0	0	0
8632.42	0	0	0	0
8633.79	0	0	0	0
8635.28	0	0	0	0
8636.74	0	0	0	0
8638.25	0	0	0	0
8639.8	0	0	0	0
8641.46	1	1	1	0
8642.96	1	1	1	0
8644.47	1	1	1	0
8645.89	1	1	1	0
8647.37	1	1	1	0
8648.85	1	1	1	0
8650.35	1	1	1	0
8651.81	1	1	1	0
8653.31	1	1	1	0
8654.73	1	1	1	0
8656.21	1	1	1	0
8657.64	1	1	1	0
8659.42	1	1	1	0
8660.93	1	1	1	0
8662.42	1	1	1	0
8664.01	1	1	1	0
8665.31	1	1	1	0
8666.83	1	1	1	1
8668.24	1	1	1	1
8669.54	1	1	1	1
8670.99	1	1	1	1
8672.4	1	1	1	1
8674.26	1	1	1	1
8675.77	1	1	1	1
8677.11	1	1	1	1
8678.5	1	1	1	1
8680.04	0	1	1	1
8681.44	0	1	1	1
8682.65	0	1	1	1
8683.83	0	1	1	1
8685.02	0	1	1	1
8686.19	0	1	1	1
8687.32	0	1	1	1
8688.35	0	1	1	1
8689.51	0	1	1	1
8690.73	0	1	1	1
8692.01	0	1	1	1
8693.5	0	0	1	1
8694.88	0	0	1	1
8696.17	0	0	1	1
8697.17	0	0	1	1
8698.01	0	0	1	1
8698.9	0	0	1	1
8699.7	0	0	1	1
8700.78	0	0	1	1
8701.59	0	0	1	1
8702.79	0	0	1	1
8703.56	0	0	1	1
8704.37	0	0	1	1
8705.18	0	0	1	1
8706.57	0	0	1	1
8708.14	0	0	0	1
8709.7	0	0	0	1
8711.08	0	0	0	1
8712.33	0	0	0	1
8713.26	0	0	0	1
8714.32	0	0	0	1
8715.48	0	0	0	1
8716.57	0	0	0	1
8717.97	0	0	0	1
8719.25	0	0	0	1
8720.47	1	0	0	1
8721.55	1	0	0	1
8722.36	1	0	0	1
8723.78	1	0	0	1
8724.93	1	0	0	1
8725.81	1	0	0	1
8727.01	1	0	0	1
8727.89	1	0	0	1
8728.73	1	0	0	1
8729.54	1	0	0	1
8730.67	1	0	0	1
8731.54	1	0	0	1
8732.36	1	0	0	1
8733.21	1	0	0	1
8734.01	1	0	0	1
8735.2	1	0	0	1
8735.97	1	0	0	1
8736.8	1	0	0	1
8737.81	1	0	0	1
8738.61	1	0	0	1
8739.7	1	0	0	1
8741.09	1	0	0	1
8742.67	1	0	0	1
8743.82	1	0	0	1
8745.02	1	0	0	1
8746.09	1	0	0	1
8747.09	1	1	0	0
8748.21	1	1	0	0
8749.27	1	1	0	0
8750.66	1	1	0	0
8751.69	1	1	0	0
8752.77	1	1	0	0
8754.01	1	1	0	0
8755.31	1	1	0	0
8756.69	1	1	0	0
8757.97	1	1	0	0
8759	1	1	0	0
8759.8	1	1	0	0
8760.84	0	1	1	0
8761.96	0	1	1	0
8762.89	0	1	1	0
8763.65	0	1	1	0
8764.6	0	1	1	0
8765.51	0	1	1	0
8766.41	0	1	1	0
8767.31	0	1	1	0
8768.1	0	1	1	0
8768.92	0	1	1	0
8770.07	0	1	1	0
8771.08	0	1	1	0
8771.88	0	1	1	0
8772.98	0	1	1	0
8774.63	0	1	1	0
8775.89	0	1	1	0
8776.86	0	1	1	0
8777.63	0	1	1	0
8778.47	0	1	1	0
8779.45	0	1	1	0
8780.69	0	1	1	0
8781.9	0	1	1	0
8782.82	0	1	1	0
8783.63	0	1	1	0
8784.56	0	1	1	0
8785.96	0	1	1	0
8786.84	0	1	1	0
8788	0	1	1	0
8789.3	0	1	1	0
8791.1	0	1	1	0
8792.39	0	1	1	0
8793.39	0	1	1	0
8794.23	0	1	1	0
8795.1	0	1	1	0
8795.94	0	1	1	0
8797.07	0	1	1	0
